"","P(Alpha>AT)","Information Ratio","P(Alpha<0|12M)","Batting Avg","P(Alpha<-5|12M)"
"3134",0.718918918918919,0.443703358107606,0.296650717703349,-0.00593487224281188,0.0239234449760766
"3135",0.664864864864865,0.431021075905415,0.311004784688995,-0.00605852023297302,0.0239234449760766
"3136",0.691891891891892,0.402516991092892,0.311004784688995,-0.00636765847899866,0.0287081339712919
"3137",0.724324324324324,0.445951944576484,0.296650717703349,-0.00591572202205567,0.0239234449760766
"3138",0.664864864864865,0.399888854286604,0.30622009569378,-0.00634212653240409,0.0287081339712919
"3139",0.708108108108108,0.430168869708791,0.301435406698565,-0.00605641720617204,0.0239234449760766
"3140",0.697297297297297,0.449360584758276,0.287081339712919,-0.00588254772651122,0.0239234449760766
"3141",0.702702702702703,0.395376264385787,0.31578947368421,-0.0064950882783948,0.0287081339712919
"3142",0.702702702702703,0.394218910086873,0.30622009569378,-0.00653343817221556,0.0287081339712919
"3143",0.67027027027027,0.406935247943439,0.30622009569378,-0.00627509554088477,0.0287081339712919
"3144",0.664864864864865,0.401118731535491,0.301435406698565,-0.00631660366635539,0.0287081339712919
"3145",0.697297297297297,0.442573344692077,0.291866028708134,-0.00594424114467044,0.0239234449760766
"3146",0.697297297297297,0.447024628614925,0.296650717703349,-0.0059114812796317,0.0239234449760766
"3147",0.724324324324324,0.432137548541364,0.291866028708134,-0.00604920340184544,0.0239234449760766
"3148",0.691891891891892,0.409636494337902,0.30622009569378,-0.00626837787010704,0.0287081339712919
"3149",0.691891891891892,0.408860120022083,0.311004784688995,-0.00628009959594294,0.0287081339712919
"3150",0.675675675675676,0.395323427785337,0.30622009569378,-0.00640859752640687,0.0287081339712919
"3151",0.745945945945946,0.44255162967886,0.311004784688995,-0.00597199946103555,0.0239234449760766
"3152",0.72972972972973,0.43113111887482,0.301435406698565,-0.00611595966007822,0.0287081339712919
"3153",0.686486486486486,0.412672750466671,0.301435406698565,-0.00622010412947073,0.0287081339712919
"3154",0.708108108108108,0.445189165078355,0.296650717703349,-0.0059202326852332,0.0239234449760766
"3155",0.713513513513514,0.403360599652941,0.301435406698565,-0.00644394949197189,0.0287081339712919
"3156",0.691891891891892,0.421026895656467,0.296650717703349,-0.00613578435219815,0.0239234449760766
"3157",0.664864864864865,0.41357659223438,0.296650717703349,-0.00619784734590219,0.0287081339712919
"3158",0.697297297297297,0.450102867071016,0.296650717703349,-0.00588154183519932,0.0239234449760766
"3159",0.72972972972973,0.426486107627189,0.30622009569378,-0.00616050372529865,0.0287081339712919
"3160",0.72972972972973,0.426711054973349,0.301435406698565,-0.00613611256843004,0.0287081339712919
"3161",0.708108108108108,0.429153025918694,0.301435406698565,-0.00606642531078586,0.0239234449760766
"3162",0.745945945945946,0.441413176669194,0.311004784688995,-0.00597614210591237,0.0239234449760766
"3163",0.708108108108108,0.402487521874561,0.30622009569378,-0.00642585753910715,0.0287081339712919
"3164",0.708108108108108,0.431714814040209,0.296650717703349,-0.0060406702625968,0.0239234449760766
"3165",0.735135135135135,0.433510156204094,0.30622009569378,-0.00605996953666289,0.0287081339712919
"3166",0.675675675675676,0.410252324018532,0.301435406698565,-0.00623784388582823,0.0287081339712919
"3167",0.713513513513514,0.402207100438118,0.301435406698565,-0.00646683586024345,0.0287081339712919
"3168",0.708108108108108,0.40998633555024,0.311004784688995,-0.00630566000537113,0.0287081339712919
"3169",0.664864864864865,0.433363009136283,0.301435406698565,-0.00603502258685677,0.0239234449760766
"3170",0.718918918918919,0.437669465227574,0.296650717703349,-0.00599068009281255,0.0239234449760766
"3171",0.708108108108108,0.407382475738561,0.311004784688995,-0.00635522893936607,0.0287081339712919
"3172",0.697297297297297,0.419236981959401,0.296650717703349,-0.0061619529677184,0.0287081339712919
"3173",0.697297297297297,0.427851726758928,0.296650717703349,-0.00607592909282772,0.0239234449760766
"3174",0.72972972972973,0.433082785878785,0.30622009569378,-0.00609934599603255,0.0287081339712919
"3175",0.691891891891892,0.450025693380056,0.291866028708134,-0.0058779978056834,0.0239234449760766
"3176",0.713513513513514,0.3979831311736,0.311004784688995,-0.00653546604654277,0.0287081339712919
"3177",0.691891891891892,0.394434990966686,0.31578947368421,-0.00646137803140398,0.0287081339712919
"3178",0.654054054054054,0.397329934104668,0.30622009569378,-0.00635730572507475,0.0287081339712919
"3179",0.65945945945946,0.393879655980917,0.30622009569378,-0.00641773870295624,0.0287081339712919
"3180",0.718918918918919,0.428137723204756,0.291866028708134,-0.00607890979315176,0.0287081339712919
"3181",0.702702702702703,0.391437468776499,0.31578947368421,-0.00658112979458684,0.0287081339712919
"3182",0.697297297297297,0.389973328485025,0.31578947368421,-0.00654344360246093,0.0287081339712919
"3183",0.735135135135135,0.431765951284633,0.311004784688995,-0.00609613930946884,0.0287081339712919
"3184",0.72972972972973,0.449309616210536,0.296650717703349,-0.00588614544633339,0.0239234449760766
"3185",0.735135135135135,0.442954540590146,0.311004784688995,-0.00597719516096862,0.0239234449760766
"3186",0.745945945945946,0.435008243315447,0.301435406698565,-0.00602942124473759,0.0239234449760766
"3187",0.697297297297297,0.419946446885682,0.296650717703349,-0.00615149105974663,0.0287081339712919
"3188",0.697297297297297,0.419687957645834,0.296650717703349,-0.0061595736874059,0.0287081339712919
"3189",0.708108108108108,0.392392381641384,0.31578947368421,-0.00658036745300252,0.0287081339712919
"3190",0.724324324324324,0.420030128134362,0.296650717703349,-0.0062378918170771,0.0287081339712919
"3191",0.724324324324324,0.419041580567679,0.30622009569378,-0.00622596125232688,0.0287081339712919
"3192",0.708108108108108,0.408591068877162,0.30622009569378,-0.00633349992626512,0.0287081339712919
"3193",0.72972972972973,0.429382878282609,0.296650717703349,-0.00615262235172353,0.0287081339712919
"3194",0.713513513513514,0.426491763613007,0.301435406698565,-0.00609150146535923,0.0287081339712919
"3195",0.65945945945946,0.398443752899187,0.301435406698565,-0.00634262514875109,0.0287081339712919
"3196",0.718918918918919,0.405647057279809,0.301435406698565,-0.00644468650365558,0.0287081339712919
"3197",0.735135135135135,0.438201066196569,0.30622009569378,-0.00601851548034184,0.0239234449760766
